,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,characteristics_ch1.1,characteristics_ch1.2,treatment_protocol_ch1,molecule_ch1,extract_protocol_ch1,label_ch1,label_protocol_ch1,taxid_ch1,hyb_protocol,scan_protocol,description,description.1,data_processing,data_processing.1,platform_id,contact_name,contact_email,contact_department,contact_institute,contact_address,contact_city,contact_zip/postal_code,contact_country,supplementary_file,supplementary_file.1,data_row_count,relation,material:ch1,methylation class:ch1,tissue:ch1,gender,sex
GSM2941704,"GBM, RTK II, sample 980 [validation set]",GSM2941704,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK II",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 980,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941704/suppl/GSM2941704_9968646164_R03C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941704/suppl/GSM2941704_9968646164_R03C02_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK II",brain tumor,M,1
GSM2941707,"GBM, MYCN, sample 983 [validation set]",GSM2941707,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MYCN",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 983,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941707/suppl/GSM2941707_9968646165_R02C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941707/suppl/GSM2941707_9968646165_R02C02_Red.idat.gz,0,,DNA_FFPE,"GBM, MYCN",brain tumor,M,1
GSM2941710,"GBM, RTK II, sample 986 [validation set]",GSM2941710,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK II",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 986,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941710/suppl/GSM2941710_9968646165_R05C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941710/suppl/GSM2941710_9968646165_R05C01_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK II",brain tumor,F,2
GSM2941712,"GBM, MES, sample 988 [validation set]",GSM2941712,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MES",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 988,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941712/suppl/GSM2941712_9968646165_R06C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941712/suppl/GSM2941712_9968646165_R06C02_Red.idat.gz,0,,DNA_FFPE,"GBM, MES",brain tumor,F,2
GSM2941717,"GBM, MES, sample 993 [validation set]",GSM2941717,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MES",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 993,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941717/suppl/GSM2941717_9969477013_R02C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941717/suppl/GSM2941717_9969477013_R02C02_Red.idat.gz,0,,DNA_FFPE,"GBM, MES",brain tumor,F,2
GSM2941719,"GBM, RTK II, sample 995 [validation set]",GSM2941719,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK II",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 995,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941719/suppl/GSM2941719_9969477013_R04C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941719/suppl/GSM2941719_9969477013_R04C01_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK II",brain tumor,M,1
GSM2941722,"GBM, RTK II, sample 998 [validation set]",GSM2941722,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK II",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 998,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941722/suppl/GSM2941722_9969477013_R06C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941722/suppl/GSM2941722_9969477013_R06C01_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK II",brain tumor,M,1
GSM2941725,"GBM, MID, sample 1001 [validation set]",GSM2941725,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MID",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 1001,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941725/suppl/GSM2941725_9969477014_R04C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941725/suppl/GSM2941725_9969477014_R04C01_Red.idat.gz,0,,DNA_FFPE,"GBM, MID",brain tumor,F,2
GSM2941726,"GBM, RTK II, sample 1002 [validation set]",GSM2941726,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK II",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 1002,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941726/suppl/GSM2941726_9969477014_R04C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941726/suppl/GSM2941726_9969477014_R04C02_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK II",brain tumor,F,2
GSM2941728,"GBM, RTK I, sample 1004 [validation set]",GSM2941728,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK I",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 1004,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941728/suppl/GSM2941728_9969477014_R06C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941728/suppl/GSM2941728_9969477014_R06C01_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK I",brain tumor,M,1
GSM2941730,"GBM, RTK I, sample 1006 [validation set]",GSM2941730,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK I",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 1006,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941730/suppl/GSM2941730_9969477017_R01C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941730/suppl/GSM2941730_9969477017_R01C01_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK I",brain tumor,F,2
GSM2941731,"GBM, MES, sample 1007 [validation set]",GSM2941731,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MES",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 1007,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941731/suppl/GSM2941731_9969477017_R02C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941731/suppl/GSM2941731_9969477017_R02C02_Red.idat.gz,0,,DNA_FFPE,"GBM, MES",brain tumor,M,1
GSM2941732,"GBM, MES, sample 1008 [validation set]",GSM2941732,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MES",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 1008,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941732/suppl/GSM2941732_9969477017_R03C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941732/suppl/GSM2941732_9969477017_R03C01_Red.idat.gz,0,,DNA_FFPE,"GBM, MES",brain tumor,F,2
GSM2941733,"GBM, RTK II, sample 1009 [validation set]",GSM2941733,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK II",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 1009,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941733/suppl/GSM2941733_9969477017_R04C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941733/suppl/GSM2941733_9969477017_R04C01_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK II",brain tumor,F,2
GSM2941738,"GBM, MES, sample 1014 [validation set]",GSM2941738,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MES",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 1014,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941738/suppl/GSM2941738_9969477022_R02C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941738/suppl/GSM2941738_9969477022_R02C01_Red.idat.gz,0,,DNA_FFPE,"GBM, MES",brain tumor,M,1
GSM2941741,"GBM, RTK II, sample 1017 [validation set]",GSM2941741,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK II",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 1017,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941741/suppl/GSM2941741_9969477022_R06C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941741/suppl/GSM2941741_9969477022_R06C01_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK II",brain tumor,F,2
GSM2941746,"GBM, MES, sample 1022 [validation set]",GSM2941746,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MES",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 1022,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941746/suppl/GSM2941746_9969477055_R04C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941746/suppl/GSM2941746_9969477055_R04C01_Red.idat.gz,0,,DNA_FFPE,"GBM, MES",brain tumor,M,1
GSM2941750,"GBM, RTK II, sample 1026 [validation set]",GSM2941750,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK II",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 1026,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941750/suppl/GSM2941750_9969477057_R03C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941750/suppl/GSM2941750_9969477057_R03C01_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK II",brain tumor,M,1
GSM2941753,"GBM, MES, sample 1029 [validation set]",GSM2941753,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MES",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 1029,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941753/suppl/GSM2941753_9969477058_R02C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941753/suppl/GSM2941753_9969477058_R02C01_Red.idat.gz,0,,DNA_FFPE,"GBM, MES",brain tumor,M,1
